data from https://data.oecd.org/interest/long-term-interest-rates.htm#indicator-chart,,,,,,,
LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
CAN,STINT,TOT,PC_PA,M,2005-02,2.5825,
CAN,STINT,TOT,PC_PA,M,2005-03,2.625909,
CAN,STINT,TOT,PC_PA,M,2005-04,2.584762,
CAN,STINT,TOT,PC_PA,M,2005-05,2.58619,
CAN,STINT,TOT,PC_PA,M,2005-06,2.583182,
CAN,STINT,TOT,PC_PA,M,2005-07,2.631,
CAN,STINT,TOT,PC_PA,M,2005-08,2.77,
CAN,STINT,TOT,PC_PA,M,2005-09,2.89,
CAN,STINT,TOT,PC_PA,M,2005-10,3.099,
CAN,STINT,TOT,PC_PA,M,2005-11,3.295714,
CAN,STINT,TOT,PC_PA,M,2005-12,3.469,
CAN,STINT,TOT,PC_PA,M,2006-01,3.618572,
CAN,STINT,TOT,PC_PA,M,2006-02,3.763,
CAN,STINT,TOT,PC_PA,M,2006-03,3.94087,
CAN,STINT,TOT,PC_PA,M,2006-04,4.122632,
CAN,STINT,TOT,PC_PA,M,2006-05,4.258636,
CAN,STINT,TOT,PC_PA,M,2006-06,4.417727,
CAN,STINT,TOT,PC_PA,M,2006-07,4.378,
CAN,STINT,TOT,PC_PA,M,2006-08,4.344091,
CAN,STINT,TOT,PC_PA,M,2006-09,4.3215,
CAN,STINT,TOT,PC_PA,M,2006-10,4.327619,
CAN,STINT,TOT,PC_PA,M,2006-11,4.312381,
CAN,STINT,TOT,PC_PA,M,2006-12,4.320588,
CAN,STINT,TOT,PC_PA,M,2007-01,4.333636,
CAN,STINT,TOT,PC_PA,M,2007-02,4.348,
CAN,STINT,TOT,PC_PA,M,2007-03,4.345909,
CAN,STINT,TOT,PC_PA,M,2007-04,4.35,
CAN,STINT,TOT,PC_PA,M,2007-05,4.368636,
CAN,STINT,TOT,PC_PA,M,2007-06,4.529524,
CAN,STINT,TOT,PC_PA,M,2007-07,4.68,
CAN,STINT,TOT,PC_PA,M,2007-08,4.947273,
CAN,STINT,TOT,PC_PA,M,2007-09,5.119473,
CAN,STINT,TOT,PC_PA,M,2007-10,4.915,
CAN,STINT,TOT,PC_PA,M,2007-11,4.767619,
CAN,STINT,TOT,PC_PA,M,2007-12,4.796316,
CAN,STINT,TOT,PC_PA,M,2008-01,4.246364,
CAN,STINT,TOT,PC_PA,M,2008-02,3.82,
CAN,STINT,TOT,PC_PA,M,2008-03,3.583,
CAN,STINT,TOT,PC_PA,M,2008-04,3.457,
CAN,STINT,TOT,PC_PA,M,2008-05,3.1505,
CAN,STINT,TOT,PC_PA,M,2008-06,3.177647,
CAN,STINT,TOT,PC_PA,M,2008-07,3.267,
CAN,STINT,TOT,PC_PA,M,2008-08,3.23,
CAN,STINT,TOT,PC_PA,M,2008-09,3.716667,
CAN,STINT,TOT,PC_PA,M,2008-10,3.318636,
CAN,STINT,TOT,PC_PA,M,2008-11,2.776316,
CAN,STINT,TOT,PC_PA,M,2008-12,2.344286,
CAN,STINT,TOT,PC_PA,M,2009-01,1.589048,
CAN,STINT,TOT,PC_PA,M,2009-02,1.231053,
CAN,STINT,TOT,PC_PA,M,2009-03,1.062727,
CAN,STINT,TOT,PC_PA,M,2009-04,0.8980953,
CAN,STINT,TOT,PC_PA,M,2009-05,0.6365,
CAN,STINT,TOT,PC_PA,M,2009-06,0.56,
CAN,STINT,TOT,PC_PA,M,2009-07,0.3836364,
CAN,STINT,TOT,PC_PA,M,2009-08,0.4205,
CAN,STINT,TOT,PC_PA,M,2009-09,0.3980953,
CAN,STINT,TOT,PC_PA,M,2009-10,0.3866667,
CAN,STINT,TOT,PC_PA,M,2009-11,0.3805,
CAN,STINT,TOT,PC_PA,M,2009-12,0.3790476,
CAN,STINT,TOT,PC_PA,M,2010-01,0.38,
CAN,STINT,TOT,PC_PA,M,2010-02,0.3757895,
CAN,STINT,TOT,PC_PA,M,2010-03,0.3856522,
CAN,STINT,TOT,PC_PA,M,2010-04,0.487619,
CAN,STINT,TOT,PC_PA,M,2010-05,0.6035,
CAN,STINT,TOT,PC_PA,M,2010-06,0.7240909,
CAN,STINT,TOT,PC_PA,M,2010-07,0.8328571,
CAN,STINT,TOT,PC_PA,M,2010-08,0.9028571,
CAN,STINT,TOT,PC_PA,M,2010-09,1.114286,
CAN,STINT,TOT,PC_PA,M,2010-10,1.157,
CAN,STINT,TOT,PC_PA,M,2010-11,1.167143,
CAN,STINT,TOT,PC_PA,M,2010-12,1.179524,
CAN,STINT,TOT,PC_PA,M,2011-01,1.18,
CAN,STINT,TOT,PC_PA,M,2011-02,1.188421,
CAN,STINT,TOT,PC_PA,M,2011-03,1.183913,
CAN,STINT,TOT,PC_PA,M,2011-04,1.184,
CAN,STINT,TOT,PC_PA,M,2011-05,1.187143,
CAN,STINT,TOT,PC_PA,M,2011-06,1.169545,
CAN,STINT,TOT,PC_PA,M,2011-07,1.17,
CAN,STINT,TOT,PC_PA,M,2011-08,1.151818,
CAN,STINT,TOT,PC_PA,M,2011-09,1.15,
CAN,STINT,TOT,PC_PA,M,2011-10,1.1515,
CAN,STINT,TOT,PC_PA,M,2011-11,1.159524,
CAN,STINT,TOT,PC_PA,M,2011-12,1.156,
CAN,STINT,TOT,PC_PA,M,2012-01,1.158571,
CAN,STINT,TOT,PC_PA,M,2012-02,1.16,
CAN,STINT,TOT,PC_PA,M,2012-03,1.152273,
CAN,STINT,TOT,PC_PA,M,2012-04,1.147,
CAN,STINT,TOT,PC_PA,M,2012-05,1.179545,
CAN,STINT,TOT,PC_PA,M,2012-06,1.160952,
CAN,STINT,TOT,PC_PA,M,2012-07,1.16,
CAN,STINT,TOT,PC_PA,M,2012-08,1.16,
CAN,STINT,TOT,PC_PA,M,2012-09,1.16,
CAN,STINT,TOT,PC_PA,M,2012-10,1.16,
CAN,STINT,TOT,PC_PA,M,2012-11,1.16,
CAN,STINT,TOT,PC_PA,M,2012-12,1.16,
CAN,STINT,TOT,PC_PA,M,2013-01,1.16,
CAN,STINT,TOT,PC_PA,M,2013-02,1.16,
CAN,STINT,TOT,PC_PA,M,2013-03,1.16,
CAN,STINT,TOT,PC_PA,M,2013-04,1.16,
CAN,STINT,TOT,PC_PA,M,2013-05,1.16,
CAN,STINT,TOT,PC_PA,M,2013-06,1.162,
CAN,STINT,TOT,PC_PA,M,2013-07,1.167273,
CAN,STINT,TOT,PC_PA,M,2013-08,1.17,
CAN,STINT,TOT,PC_PA,M,2013-09,1.168,
CAN,STINT,TOT,PC_PA,M,2013-10,1.166818,
CAN,STINT,TOT,PC_PA,M,2013-11,1.17,
CAN,STINT,TOT,PC_PA,M,2013-12,1.169,
CAN,STINT,TOT,PC_PA,M,2014-01,1.17,
CAN,STINT,TOT,PC_PA,M,2014-02,1.17,
CAN,STINT,TOT,PC_PA,M,2014-03,1.17,
CAN,STINT,TOT,PC_PA,M,2014-04,1.17,
CAN,STINT,TOT,PC_PA,M,2014-05,1.177619,
CAN,STINT,TOT,PC_PA,M,2014-06,1.174286,
CAN,STINT,TOT,PC_PA,M,2014-07,1.17,
CAN,STINT,TOT,PC_PA,M,2014-08,1.17,
CAN,STINT,TOT,PC_PA,M,2014-09,1.17,
CAN,STINT,TOT,PC_PA,M,2014-10,1.17,
CAN,STINT,TOT,PC_PA,M,2014-11,1.175263,
CAN,STINT,TOT,PC_PA,M,2014-12,1.188571,
CAN,STINT,TOT,PC_PA,M,2015-01,1.122857,
CAN,STINT,TOT,PC_PA,M,2015-02,0.8863158,
CAN,STINT,TOT,PC_PA,M,2015-03,0.8936363,
CAN,STINT,TOT,PC_PA,M,2015-04,0.8961905,
CAN,STINT,TOT,PC_PA,M,2015-05,0.89,
CAN,STINT,TOT,PC_PA,M,2015-06,0.89,
CAN,STINT,TOT,PC_PA,M,2015-07,0.7404546,
CAN,STINT,TOT,PC_PA,M,2015-08,0.61,
CAN,STINT,TOT,PC_PA,M,2015-09,0.6519048,
CAN,STINT,TOT,PC_PA,M,2015-10,0.7147619,
CAN,STINT,TOT,PC_PA,M,2015-11,0.7585,
CAN,STINT,TOT,PC_PA,M,2015-12,0.8171428,
CAN,STINT,TOT,PC_PA,M,2016-01,0.7965,
CAN,STINT,TOT,PC_PA,M,2016-02,0.799,
CAN,STINT,TOT,PC_PA,M,2016-03,0.8,
CAN,STINT,TOT,PC_PA,M,2016-04,0.8361905,
CAN,STINT,TOT,PC_PA,M,2016-05,0.8366666,
CAN,STINT,TOT,PC_PA,M,2016-06,0.8277273,
CAN,STINT,TOT,PC_PA,M,2016-07,0.8105,
CAN,STINT,TOT,PC_PA,M,2016-08,0.82,
CAN,STINT,TOT,PC_PA,M,2016-09,0.8109524,
CAN,STINT,TOT,PC_PA,M,2016-10,0.816,
CAN,STINT,TOT,PC_PA,M,2016-11,0.82,
CAN,STINT,TOT,PC_PA,M,2016-12,0.823,
CAN,STINT,TOT,PC_PA,M,2017-01,0.872381,
CAN,STINT,TOT,PC_PA,M,2017-02,0.8768421,
CAN,STINT,TOT,PC_PA,M,2017-03,0.8456522,
CAN,STINT,TOT,PC_PA,M,2017-04,0.8431579,
CAN,STINT,TOT,PC_PA,M,2017-05,0.7977273,
CAN,STINT,TOT,PC_PA,M,2017-06,0.8286363,
CAN,STINT,TOT,PC_PA,M,2017-07,1.123,
CAN,STINT,TOT,PC_PA,M,2017-08,1.198636,
CAN,STINT,TOT,PC_PA,M,2017-09,1.321,
CAN,STINT,TOT,PC_PA,M,2017-10,1.329048,
CAN,STINT,TOT,PC_PA,M,2017-11,1.328095,
CAN,STINT,TOT,PC_PA,M,2017-12,1.372105,
CAN,STINT,TOT,PC_PA,M,2018-01,1.552727,
CAN,STINT,TOT,PC_PA,M,2018-02,1.547895,
CAN,STINT,TOT,PC_PA,M,2018-03,1.59619,
CAN,STINT,TOT,PC_PA,M,2018-04,1.639048,
CAN,STINT,TOT,PC_PA,M,2018-05,1.65,
CAN,STINT,TOT,PC_PA,M,2018-06,1.65,
CAN,STINT,TOT,PC_PA,M,2018-07,1.8,
DEU,STINT,TOT,PC_PA,M,1960-01,4.36,
DEU,STINT,TOT,PC_PA,M,1960-02,4.47,
DEU,STINT,TOT,PC_PA,M,1960-03,4.71,
DEU,STINT,TOT,PC_PA,M,1960-04,4.59,
DEU,STINT,TOT,PC_PA,M,1960-05,4.64,
DEU,STINT,TOT,PC_PA,M,1960-06,5.25,
DEU,STINT,TOT,PC_PA,M,1960-07,5.58,
DEU,STINT,TOT,PC_PA,M,1960-08,5.44,
DEU,STINT,TOT,PC_PA,M,1960-09,5.61,
DEU,STINT,TOT,PC_PA,M,1960-10,6.1,
DEU,STINT,TOT,PC_PA,M,1960-11,5.38,
DEU,STINT,TOT,PC_PA,M,1960-12,5.06,
DEU,STINT,TOT,PC_PA,M,1961-01,4.66,
DEU,STINT,TOT,PC_PA,M,1961-02,4.13,
DEU,STINT,TOT,PC_PA,M,1961-03,3.73,
DEU,STINT,TOT,PC_PA,M,1961-04,3.34,
DEU,STINT,TOT,PC_PA,M,1961-05,3.23,
DEU,STINT,TOT,PC_PA,M,1961-06,3.13,
DEU,STINT,TOT,PC_PA,M,1961-07,3.16,
DEU,STINT,TOT,PC_PA,M,1961-08,3.09,
DEU,STINT,TOT,PC_PA,M,1961-09,3.06,
DEU,STINT,TOT,PC_PA,M,1961-10,4.05,
DEU,STINT,TOT,PC_PA,M,1961-11,3.71,
DEU,STINT,TOT,PC_PA,M,1961-12,3.83,
DEU,STINT,TOT,PC_PA,M,1962-01,2.93,
DEU,STINT,TOT,PC_PA,M,1962-02,2.94,
DEU,STINT,TOT,PC_PA,M,1962-03,3.02,
DEU,STINT,TOT,PC_PA,M,1962-04,3.08,
DEU,STINT,TOT,PC_PA,M,1962-05,3.08,
DEU,STINT,TOT,PC_PA,M,1962-06,3.13,
DEU,STINT,TOT,PC_PA,M,1962-07,3.29,
DEU,STINT,TOT,PC_PA,M,1962-08,3.26,
DEU,STINT,TOT,PC_PA,M,1962-09,3.2,
DEU,STINT,TOT,PC_PA,M,1962-10,4.45,
DEU,STINT,TOT,PC_PA,M,1962-11,4.33,
DEU,STINT,TOT,PC_PA,M,1962-12,4.35,
DEU,STINT,TOT,PC_PA,M,1963-01,3.29,
DEU,STINT,TOT,PC_PA,M,1963-02,3.31,
DEU,STINT,TOT,PC_PA,M,1963-03,3.53,
DEU,STINT,TOT,PC_PA,M,1963-04,3.56,
DEU,STINT,TOT,PC_PA,M,1963-05,3.6,
DEU,STINT,TOT,PC_PA,M,1963-06,3.83,
DEU,STINT,TOT,PC_PA,M,1963-07,3.98,
DEU,STINT,TOT,PC_PA,M,1963-08,3.81,
DEU,STINT,TOT,PC_PA,M,1963-09,3.75,
DEU,STINT,TOT,PC_PA,M,1963-10,5.13,
DEU,STINT,TOT,PC_PA,M,1963-11,5,
DEU,STINT,TOT,PC_PA,M,1963-12,4.98,
DEU,STINT,TOT,PC_PA,M,1964-01,3.33,
DEU,STINT,TOT,PC_PA,M,1964-02,3.33,
DEU,STINT,TOT,PC_PA,M,1964-03,3.46,
DEU,STINT,TOT,PC_PA,M,1964-04,3.55,
DEU,STINT,TOT,PC_PA,M,1964-05,3.69,
DEU,STINT,TOT,PC_PA,M,1964-06,3.75,
DEU,STINT,TOT,PC_PA,M,1964-07,3.69,
DEU,STINT,TOT,PC_PA,M,1964-08,3.91,
DEU,STINT,TOT,PC_PA,M,1964-09,4.08,
DEU,STINT,TOT,PC_PA,M,1964-10,5.42,
DEU,STINT,TOT,PC_PA,M,1964-11,5.5,
DEU,STINT,TOT,PC_PA,M,1964-12,5.36,
DEU,STINT,TOT,PC_PA,M,1965-01,3.88,
DEU,STINT,TOT,PC_PA,M,1965-02,3.95,
DEU,STINT,TOT,PC_PA,M,1965-03,4.28,
DEU,STINT,TOT,PC_PA,M,1965-04,4.52,
DEU,STINT,TOT,PC_PA,M,1965-05,4.69,
DEU,STINT,TOT,PC_PA,M,1965-06,4.8,
DEU,STINT,TOT,PC_PA,M,1965-07,5.08,
DEU,STINT,TOT,PC_PA,M,1965-08,5.27,
DEU,STINT,TOT,PC_PA,M,1965-09,5.36,
DEU,STINT,TOT,PC_PA,M,1965-10,6.66,
DEU,STINT,TOT,PC_PA,M,1965-11,6.58,
DEU,STINT,TOT,PC_PA,M,1965-12,6.55,
DEU,STINT,TOT,PC_PA,M,1966-01,5.23,
DEU,STINT,TOT,PC_PA,M,1966-02,5.36,
DEU,STINT,TOT,PC_PA,M,1966-03,5.69,
DEU,STINT,TOT,PC_PA,M,1966-04,6.21,
DEU,STINT,TOT,PC_PA,M,1966-05,6.35,
DEU,STINT,TOT,PC_PA,M,1966-06,6.81,
DEU,STINT,TOT,PC_PA,M,1966-07,6.89,
DEU,STINT,TOT,PC_PA,M,1966-08,7,
DEU,STINT,TOT,PC_PA,M,1966-09,6.8,
DEU,STINT,TOT,PC_PA,M,1966-10,7.88,
DEU,STINT,TOT,PC_PA,M,1966-11,7.73,
DEU,STINT,TOT,PC_PA,M,1966-12,7.57,
DEU,STINT,TOT,PC_PA,M,1967-01,5.69,
DEU,STINT,TOT,PC_PA,M,1967-02,5.56,
DEU,STINT,TOT,PC_PA,M,1967-03,5.04,
DEU,STINT,TOT,PC_PA,M,1967-04,4.48,
DEU,STINT,TOT,PC_PA,M,1967-05,3.69,
DEU,STINT,TOT,PC_PA,M,1967-06,3.98,
DEU,STINT,TOT,PC_PA,M,1967-07,3.51,
DEU,STINT,TOT,PC_PA,M,1967-08,3.56,
DEU,STINT,TOT,PC_PA,M,1967-09,3.43,
DEU,STINT,TOT,PC_PA,M,1967-10,4.2,
DEU,STINT,TOT,PC_PA,M,1967-11,4,
DEU,STINT,TOT,PC_PA,M,1967-12,4.07,
DEU,STINT,TOT,PC_PA,M,1968-01,3.32,
DEU,STINT,TOT,PC_PA,M,1968-02,3.45,
DEU,STINT,TOT,PC_PA,M,1968-03,3.52,
DEU,STINT,TOT,PC_PA,M,1968-04,3.64,
DEU,STINT,TOT,PC_PA,M,1968-05,3.68,
DEU,STINT,TOT,PC_PA,M,1968-06,3.72,
DEU,STINT,TOT,PC_PA,M,1968-07,3.59,
DEU,STINT,TOT,PC_PA,M,1968-08,3.55,
DEU,STINT,TOT,PC_PA,M,1968-09,3.54,
DEU,STINT,TOT,PC_PA,M,1968-10,4.75,
DEU,STINT,TOT,PC_PA,M,1968-11,4.5,
DEU,STINT,TOT,PC_PA,M,1968-12,4.44,
DEU,STINT,TOT,PC_PA,M,1969-01,3.87,
DEU,STINT,TOT,PC_PA,M,1969-02,3.91,
DEU,STINT,TOT,PC_PA,M,1969-03,4.21,
DEU,STINT,TOT,PC_PA,M,1969-04,4.4,
DEU,STINT,TOT,PC_PA,M,1969-05,4.38,
DEU,STINT,TOT,PC_PA,M,1969-06,5.5,
DEU,STINT,TOT,PC_PA,M,1969-07,5.78,
DEU,STINT,TOT,PC_PA,M,1969-08,6.5,
DEU,STINT,TOT,PC_PA,M,1969-09,6.94,
DEU,STINT,TOT,PC_PA,M,1969-10,7.42,
DEU,STINT,TOT,PC_PA,M,1969-11,7.69,
DEU,STINT,TOT,PC_PA,M,1969-12,8.83,
DEU,STINT,TOT,PC_PA,M,1970-01,9.29,
DEU,STINT,TOT,PC_PA,M,1970-02,9.51,
DEU,STINT,TOT,PC_PA,M,1970-03,9.81,
DEU,STINT,TOT,PC_PA,M,1970-04,9.86,
DEU,STINT,TOT,PC_PA,M,1970-05,9.93,
DEU,STINT,TOT,PC_PA,M,1970-06,9.88,
DEU,STINT,TOT,PC_PA,M,1970-07,9.59,
DEU,STINT,TOT,PC_PA,M,1970-08,9.16,
DEU,STINT,TOT,PC_PA,M,1970-09,9.36,
DEU,STINT,TOT,PC_PA,M,1970-10,9.53,
DEU,STINT,TOT,PC_PA,M,1970-11,8.84,
DEU,STINT,TOT,PC_PA,M,1970-12,8.12,
DEU,STINT,TOT,PC_PA,M,1971-01,7.5,
DEU,STINT,TOT,PC_PA,M,1971-02,7.47,
DEU,STINT,TOT,PC_PA,M,1971-03,7.46,
DEU,STINT,TOT,PC_PA,M,1971-04,6.36,
DEU,STINT,TOT,PC_PA,M,1971-05,6.16,
DEU,STINT,TOT,PC_PA,M,1971-06,6.8,
DEU,STINT,TOT,PC_PA,M,1971-07,7.66,
DEU,STINT,TOT,PC_PA,M,1971-08,7.56,
DEU,STINT,TOT,PC_PA,M,1971-09,7.59,
DEU,STINT,TOT,PC_PA,M,1971-10,7.8,
DEU,STINT,TOT,PC_PA,M,1971-11,6.79,
DEU,STINT,TOT,PC_PA,M,1971-12,6.63,
DEU,STINT,TOT,PC_PA,M,1972-01,5.19,
DEU,STINT,TOT,PC_PA,M,1972-02,4.88,
DEU,STINT,TOT,PC_PA,M,1972-03,4.8,
DEU,STINT,TOT,PC_PA,M,1972-04,4.78,
DEU,STINT,TOT,PC_PA,M,1972-05,4.71,
DEU,STINT,TOT,PC_PA,M,1972-06,4.65,
DEU,STINT,TOT,PC_PA,M,1972-07,4.65,
DEU,STINT,TOT,PC_PA,M,1972-08,4.8,
DEU,STINT,TOT,PC_PA,M,1972-09,5.32,
DEU,STINT,TOT,PC_PA,M,1972-10,6.88,
DEU,STINT,TOT,PC_PA,M,1972-11,8.07,
DEU,STINT,TOT,PC_PA,M,1972-12,8.6,
DEU,STINT,TOT,PC_PA,M,1973-01,7.89,
DEU,STINT,TOT,PC_PA,M,1973-02,7.96,
DEU,STINT,TOT,PC_PA,M,1973-03,8.77,
DEU,STINT,TOT,PC_PA,M,1973-04,10.62,
DEU,STINT,TOT,PC_PA,M,1973-05,12.42,
DEU,STINT,TOT,PC_PA,M,1973-06,13.62,
DEU,STINT,TOT,PC_PA,M,1973-07,14.3,
DEU,STINT,TOT,PC_PA,M,1973-08,14.57,
DEU,STINT,TOT,PC_PA,M,1973-09,14.25,
DEU,STINT,TOT,PC_PA,M,1973-10,14.49,
DEU,STINT,TOT,PC_PA,M,1973-11,13.62,
DEU,STINT,TOT,PC_PA,M,1973-12,13.2,
DEU,STINT,TOT,PC_PA,M,1974-01,12.09,
DEU,STINT,TOT,PC_PA,M,1974-02,10.67,
DEU,STINT,TOT,PC_PA,M,1974-03,11.2,
DEU,STINT,TOT,PC_PA,M,1974-04,10.07,
DEU,STINT,TOT,PC_PA,M,1974-05,9.1,
DEU,STINT,TOT,PC_PA,M,1974-06,9.46,
DEU,STINT,TOT,PC_PA,M,1974-07,9.48,
DEU,STINT,TOT,PC_PA,M,1974-08,9.65,
DEU,STINT,TOT,PC_PA,M,1974-09,9.69,
DEU,STINT,TOT,PC_PA,M,1974-10,9.78,
DEU,STINT,TOT,PC_PA,M,1974-11,9.04,
DEU,STINT,TOT,PC_PA,M,1974-12,8.6,
DEU,STINT,TOT,PC_PA,M,1975-01,7.74,
DEU,STINT,TOT,PC_PA,M,1975-02,6.43,
DEU,STINT,TOT,PC_PA,M,1975-03,5.71,
DEU,STINT,TOT,PC_PA,M,1975-04,4.89,
DEU,STINT,TOT,PC_PA,M,1975-05,4.99,
DEU,STINT,TOT,PC_PA,M,1975-06,4.88,
DEU,STINT,TOT,PC_PA,M,1975-07,4.66,
DEU,STINT,TOT,PC_PA,M,1975-08,3.88,
DEU,STINT,TOT,PC_PA,M,1975-09,3.93,
DEU,STINT,TOT,PC_PA,M,1975-10,4.07,
DEU,STINT,TOT,PC_PA,M,1975-11,4.12,
DEU,STINT,TOT,PC_PA,M,1975-12,4.21,
DEU,STINT,TOT,PC_PA,M,1976-01,3.93,
DEU,STINT,TOT,PC_PA,M,1976-02,3.72,
DEU,STINT,TOT,PC_PA,M,1976-03,3.74,
DEU,STINT,TOT,PC_PA,M,1976-04,3.62,
DEU,STINT,TOT,PC_PA,M,1976-05,3.77,
DEU,STINT,TOT,PC_PA,M,1976-06,4.14,
DEU,STINT,TOT,PC_PA,M,1976-07,4.47,
DEU,STINT,TOT,PC_PA,M,1976-08,4.56,
DEU,STINT,TOT,PC_PA,M,1976-09,4.56,
DEU,STINT,TOT,PC_PA,M,1976-10,4.85,
DEU,STINT,TOT,PC_PA,M,1976-11,4.69,
DEU,STINT,TOT,PC_PA,M,1976-12,4.93,
DEU,STINT,TOT,PC_PA,M,1977-01,4.78,
DEU,STINT,TOT,PC_PA,M,1977-02,4.71,
DEU,STINT,TOT,PC_PA,M,1977-03,4.73,
DEU,STINT,TOT,PC_PA,M,1977-04,4.62,
DEU,STINT,TOT,PC_PA,M,1977-05,4.44,
DEU,STINT,TOT,PC_PA,M,1977-06,4.28,
DEU,STINT,TOT,PC_PA,M,1977-07,4.29,
DEU,STINT,TOT,PC_PA,M,1977-08,4.12,
DEU,STINT,TOT,PC_PA,M,1977-09,4.15,
DEU,STINT,TOT,PC_PA,M,1977-10,4.13,
DEU,STINT,TOT,PC_PA,M,1977-11,4.15,
DEU,STINT,TOT,PC_PA,M,1977-12,3.98,
DEU,STINT,TOT,PC_PA,M,1978-01,3.58,
DEU,STINT,TOT,PC_PA,M,1978-02,3.46,
DEU,STINT,TOT,PC_PA,M,1978-03,3.51,
DEU,STINT,TOT,PC_PA,M,1978-04,3.56,
DEU,STINT,TOT,PC_PA,M,1978-05,3.6,
DEU,STINT,TOT,PC_PA,M,1978-06,3.68,
DEU,STINT,TOT,PC_PA,M,1978-07,3.75,
DEU,STINT,TOT,PC_PA,M,1978-08,3.7,
DEU,STINT,TOT,PC_PA,M,1978-09,3.7,
DEU,STINT,TOT,PC_PA,M,1978-10,3.95,
DEU,STINT,TOT,PC_PA,M,1978-11,3.85,
DEU,STINT,TOT,PC_PA,M,1978-12,4.06,
DEU,STINT,TOT,PC_PA,M,1979-01,3.89,
DEU,STINT,TOT,PC_PA,M,1979-02,4.15,
DEU,STINT,TOT,PC_PA,M,1979-03,4.47,
DEU,STINT,TOT,PC_PA,M,1979-04,5.54,
DEU,STINT,TOT,PC_PA,M,1979-05,5.92,
DEU,STINT,TOT,PC_PA,M,1979-06,6.46,
DEU,STINT,TOT,PC_PA,M,1979-07,6.84,
DEU,STINT,TOT,PC_PA,M,1979-08,7.09,
DEU,STINT,TOT,PC_PA,M,1979-09,7.89,
DEU,STINT,TOT,PC_PA,M,1979-10,8.76,
DEU,STINT,TOT,PC_PA,M,1979-11,9.65,
DEU,STINT,TOT,PC_PA,M,1979-12,9.58,
DEU,STINT,TOT,PC_PA,M,1980-01,8.86,
DEU,STINT,TOT,PC_PA,M,1980-02,8.97,
DEU,STINT,TOT,PC_PA,M,1980-03,9.64,
DEU,STINT,TOT,PC_PA,M,1980-04,10.22,
DEU,STINT,TOT,PC_PA,M,1980-05,10.26,
DEU,STINT,TOT,PC_PA,M,1980-06,10.11,
DEU,STINT,TOT,PC_PA,M,1980-07,9.7,
DEU,STINT,TOT,PC_PA,M,1980-08,8.98,
DEU,STINT,TOT,PC_PA,M,1980-09,8.97,
DEU,STINT,TOT,PC_PA,M,1980-10,9.08,
DEU,STINT,TOT,PC_PA,M,1980-11,9.45,
DEU,STINT,TOT,PC_PA,M,1980-12,10.2,
DEU,STINT,TOT,PC_PA,M,1981-01,9.47,
DEU,STINT,TOT,PC_PA,M,1981-02,10.67,
DEU,STINT,TOT,PC_PA,M,1981-03,13.6,
DEU,STINT,TOT,PC_PA,M,1981-04,13.19,
DEU,STINT,TOT,PC_PA,M,1981-05,13.2,
DEU,STINT,TOT,PC_PA,M,1981-06,13.09,
DEU,STINT,TOT,PC_PA,M,1981-07,12.96,
DEU,STINT,TOT,PC_PA,M,1981-08,12.9,
DEU,STINT,TOT,PC_PA,M,1981-09,12.5,
DEU,STINT,TOT,PC_PA,M,1981-10,11.78,
DEU,STINT,TOT,PC_PA,M,1981-11,11.08,
DEU,STINT,TOT,PC_PA,M,1981-12,10.82,
DEU,STINT,TOT,PC_PA,M,1982-01,10.46,
DEU,STINT,TOT,PC_PA,M,1982-02,10.27,
DEU,STINT,TOT,PC_PA,M,1982-03,9.87,
DEU,STINT,TOT,PC_PA,M,1982-04,9.33,
DEU,STINT,TOT,PC_PA,M,1982-05,9.18,
DEU,STINT,TOT,PC_PA,M,1982-06,9.28,
DEU,STINT,TOT,PC_PA,M,1982-07,9.46,
DEU,STINT,TOT,PC_PA,M,1982-08,9,
DEU,STINT,TOT,PC_PA,M,1982-09,8.18,
DEU,STINT,TOT,PC_PA,M,1982-10,7.58,
DEU,STINT,TOT,PC_PA,M,1982-11,7.31,
DEU,STINT,TOT,PC_PA,M,1982-12,6.62,
DEU,STINT,TOT,PC_PA,M,1983-01,5.82,
DEU,STINT,TOT,PC_PA,M,1983-02,5.83,
DEU,STINT,TOT,PC_PA,M,1983-03,5.45,
DEU,STINT,TOT,PC_PA,M,1983-04,5.2,
DEU,STINT,TOT,PC_PA,M,1983-05,5.33,
DEU,STINT,TOT,PC_PA,M,1983-06,5.57,
DEU,STINT,TOT,PC_PA,M,1983-07,5.57,
DEU,STINT,TOT,PC_PA,M,1983-08,5.71,
DEU,STINT,TOT,PC_PA,M,1983-09,5.88,
DEU,STINT,TOT,PC_PA,M,1983-10,6.18,
DEU,STINT,TOT,PC_PA,M,1983-11,6.3,
DEU,STINT,TOT,PC_PA,M,1983-12,6.48,
DEU,STINT,TOT,PC_PA,M,1984-01,6.12,
DEU,STINT,TOT,PC_PA,M,1984-02,5.95,
DEU,STINT,TOT,PC_PA,M,1984-03,5.86,
DEU,STINT,TOT,PC_PA,M,1984-04,5.84,
DEU,STINT,TOT,PC_PA,M,1984-05,6.1,
DEU,STINT,TOT,PC_PA,M,1984-06,6.13,
DEU,STINT,TOT,PC_PA,M,1984-07,6.13,
DEU,STINT,TOT,PC_PA,M,1984-08,6.02,
DEU,STINT,TOT,PC_PA,M,1984-09,5.82,
